Specimen properties : Thickness,"3.80000",mm
"44.50000","2.96567","0.75174"
"44.60000","2.97258","0.75231"
"44.70000","2.97881","0.75259"
"44.80000","2.98481","0.75263"
"44.90000","2.99163","0.75366"
"45.00000","2.99891","0.75483"
"45.10000","3.00563","0.75509"
"45.20000","3.01193","0.75560"
"45.30000","3.01845","0.75613"
"45.40000","3.02529","0.75686"
"45.50000","3.03223","0.75725"
"45.60000","3.03864","0.75795"
"45.70000","3.04510","0.75804"
"45.80000","3.05176","0.75926"
"45.90000","3.05857","0.75957"
"46.00000","3.06536","0.76014"
"46.10000","3.07225","0.76083"
"46.20000","3.07898","0.76162"
"46.30000","3.08526","0.76165"
"46.40000","3.09157","0.76197"
"46.50000","3.09848","0.76240"
"46.60000","3.10556","0.76368"
"46.70000","3.11214","0.76413"
"46.80000","3.11842","0.76464"
"46.90000","3.12515","0.76508"
"47.00000","3.13246","0.76598"
"47.10000","3.13911","0.76641"
"47.20000","3.14520","0.76679"
"47.30000","3.15136","0.76703"
"47.40000","3.15841","0.76762"
"47.50000","3.16554","0.76847"
"47.60000","3.17222","0.76904"
"47.70000","3.17862","0.76937"
"47.80000","3.18524","0.76981"
"47.90000","3.19199","0.77054"
"48.00000","3.19866","0.77101"
"48.10000","3.20512","0.77143"
"48.20000","3.21184","0.77168"
"48.30000","3.21839","0.77234"
"48.40000","3.22521","0.77298"
"48.50000","3.23191","0.77362"
"48.60000","3.23902","0.77425"
"48.70000","3.24559","0.77443"
"48.80000","3.25183","0.77493"
"48.90000","3.25818","0.77526"
"49.00000","3.26522","0.77625"
"49.10000","3.27219","0.77683"
"49.20000","3.27883","0.77743"
"49.30000","3.28502","0.77749"
"49.40000","3.29200","0.77819"
"49.50000","3.29905","0.77923"
"49.60000","3.30556","0.77934"
"49.70000","3.31181","0.77962"
"49.80000","3.31816","0.77970"
"49.90000","3.32517","0.78106"
"50.00000","3.33218","0.78131"
"50.10000","3.33878","0.78177"
"50.20000","3.34547","0.78220"
"50.30000","3.35178","0.78238"
"50.40000","3.35858","0.78286"
"50.50000","3.36521","0.78312"
"50.60000","3.37189","0.78403"
"50.70000","3.37887","0.78423"
"50.80000","3.38510","0.78445"
"50.90000","3.39173","0.78501"
"51.00000","3.39886","0.78585"
"51.10000","3.40579","0.78611"
"51.20000","3.41218","0.78640"
"51.30000","3.41827","0.78637"
"51.40000","3.42486","0.78708"
"51.50000","3.43220","0.78800"
"51.60000","3.43903","0.78805"
"51.70000","3.44533","0.78842"
"51.80000","3.45157","0.78820"
"51.90000","3.45865","0.78945"
"52.00000","3.46578","0.78975"
"52.10000","3.47204","0.78972"
"52.20000","3.47834","0.79040"
"52.30000","3.48491","0.79046"
"52.40000","3.49187","0.79131"
"52.50000","3.49872","0.79186"
"52.60000","3.50540","0.79207"
"52.70000","3.51221","0.79239"
"52.80000","3.51853","0.79255"
"52.90000","3.52505","0.79303"
"53.00000","3.53174","0.79352"
"53.10000","3.53872","0.79403"
"53.20000","3.54545","0.79400"
"53.30000","3.55173","0.79457"
"53.40000","3.55825","0.79484"
"53.50000","3.56566","0.79553"
"53.60000","3.57252","0.79590"
"53.70000","3.57871","0.79580"
"53.80000","3.58484","0.79606"
"53.90000","3.59166","0.79639"
"54.00000","3.59888","0.79701"
"54.10000","3.60554","0.79730"
"54.20000","3.61197","0.79769"
"54.30000","3.61860","0.79801"
"54.40000","3.62533","0.79901"
"54.50000","3.63212","0.79907"
"54.60000","3.63855","0.79916"
"54.70000","3.64513","0.79900"
"54.80000","3.65182","0.79960"
"54.90000","3.65851","0.80014"
"55.00000","3.66535","0.80005"
"55.10000","3.67224","0.80085"
"55.20000","3.67899","0.80096"
"55.30000","3.68528","0.80107"
"55.40000","3.69155","0.80178"
"55.50000","3.69842","0.80181"
"55.60000","3.70552","0.80256"
"55.70000","3.71215","0.80281"
"55.80000","3.71854","0.80288"
"55.90000","3.72515","0.80306"
"56.00000","3.73235","0.80384"
"56.10000","3.73904","0.80406"
"56.20000","3.74530","0.80407"
"56.30000","3.75151","0.80417"
"56.40000","3.75840","0.80508"
"56.50000","3.76548","0.80564"
"56.60000","3.77210","0.80569"
"56.70000","3.77859","0.80610"
"56.80000","3.78536","0.80662"
"56.90000","3.79187","0.80637"
"57.00000","3.79851","0.80709"
"57.10000","3.80506","0.80706"
"57.20000","3.81190","0.80772"
"57.30000","3.81855","0.80788"
"57.40000","3.82518","0.80841"
"57.50000","3.83190","0.80811"
"57.60000","3.83895","0.80872"
"57.70000","3.84554","0.80922"
"57.80000","3.85190","0.80925"
"57.90000","3.85823","0.80921"
"58.00000","3.86517","0.80976"
"58.10000","3.87214","0.81013"
"58.20000","3.87875","0.81072"
"58.30000","3.88516","0.81034"
"58.40000","3.89202","0.81069"
"58.50000","3.89896","0.81061"
"58.60000","3.90553","0.81105"
"58.70000","3.91182","0.81088"
"58.80000","3.91832","0.81128"
"58.90000","3.92524","0.81167"
"59.00000","3.93211","0.81193"
"59.10000","3.93860","0.81181"
"59.20000","3.94535","0.81240"
"59.30000","3.95202","0.81235"
"59.40000","3.95874","0.81302"
"59.50000","3.96519","0.81271"
"59.60000","3.97183","0.81307"
"59.70000","3.97865","0.81324"
"59.80000","3.98539","0.81386"
"59.90000","3.99181","0.81337"
"60.00000","3.99873","0.81381"
"60.10000","4.00567","0.81403"
"60.20000","4.01216","0.81400"
"60.30000","4.01847","0.81332"
"60.40000","4.02492","0.81330"
"60.50000","4.03214","0.81391"
"60.60000","4.03886","0.81387"
"60.70000","4.04528","0.81373"
"60.80000","4.05173","0.81420"
"60.90000","4.05868","0.81379"
"61.00000","4.06554","0.81397"
"61.10000","4.07191","0.81448"
"61.20000","4.07825","0.81386"
"61.30000","4.08522","0.81416"
"61.40000","4.09193","0.81457"
"61.50000","4.09855","0.81446"
"61.60000","4.10520","0.81477"
"61.70000","4.11214","0.81480"
"61.80000","4.11883","0.81510"
"61.90000","4.12518","0.81521"
"62.00000","4.13169","0.81504"
"62.10000","4.13865","0.81523"
"62.20000","4.14540","0.81556"
"62.30000","4.15196","0.81548"
"62.40000","4.15842","0.81562"
"62.50000","4.16553","0.81584"
"62.60000","4.17237","0.81611"
"62.70000","4.17867","0.81552"
"62.80000","4.18494","0.81527"
"62.90000","4.19178","0.81514"
"63.00000","4.19873","0.81502"
"63.10000","4.20537","0.81526"
"63.20000","4.21188","0.81517"
"63.30000","4.21868","0.81477"
"63.40000","4.22542","0.81470"
"63.50000","4.23218","0.81473"
"63.60000","4.23848","0.81398"
"63.70000","4.24504","0.81368"
"63.80000","4.25195","0.81353"
"63.90000","4.25862","0.81384"
"64.00000","4.26538","0.81344"
"64.10000","4.27214","0.81380"
"64.20000","4.27888","0.81307"
"64.30000","4.28544","0.81320"
"64.40000","4.29173","0.81272"
"64.50000","4.29835","0.81250"
"64.60000","4.30545","0.81261"
"64.70000","4.31205","0.81216"
"64.80000","4.31865","0.81238"
"64.90000","4.32523","0.81187"
"65.00000","4.33227","0.81252"
"65.10000","4.33895","0.81169"
"65.20000","4.34521","0.81171"
"65.30000","4.35157","0.81117"
"65.40000","4.35846","0.81144"
"65.50000","4.36542","0.81123"
"65.60000","4.37199","0.81107"
"65.70000","4.37848","0.81103"
"65.80000","4.38554","0.81065"
"65.90000","4.39205","0.81085"
"66.00000","4.39853","0.81059"
"66.10000","4.40498","0.81016"
"66.20000","4.41188","0.81038"
"66.30000","4.41859","0.81040"
"66.40000","4.42528","0.81049"
"66.50000","4.43187","0.81015"
"66.60000","4.43880","0.81011"
"66.70000","4.44553","0.81000"
"66.80000","4.45202","0.80975"
"66.90000","4.45829","0.80947"
"67.00000","4.46516","0.80980"
"67.10000","4.47205","0.80928"
"67.20000","4.47871","0.80927"
"67.30000","4.48526","0.80873"
"67.40000","4.49212","0.80883"
"67.50000","4.49902","0.80877"
"67.60000","4.50541","0.80791"
"67.70000","4.51169","0.80748"
"67.80000","4.51835","0.80729"
"67.90000","4.52529","0.80719"
"68.00000","4.53212","0.80696"
"68.10000","4.53869","0.80665"
"68.20000","4.54533","0.80653"
"68.30000","4.55210","0.80571"
"68.40000","4.55867","0.80584"
"68.50000","4.56522","0.80539"
"68.60000","4.57180","0.80527"
"68.70000","4.57871","0.80452"
"68.80000","4.58534","0.80432"
"68.90000","4.59180","0.80428"
"69.00000","4.59870","0.80386"
"69.10000","4.60567","0.80374"
"69.20000","4.61218","0.80361"
"69.30000","4.61846","0.80330"
"69.40000","4.62490","0.80314"
"69.50000","4.63210","0.80292"
"69.60000","4.63894","0.80283"
"69.70000","4.64534","0.80243"
"69.80000","4.65170","0.80216"
"69.90000","4.65866","0.80263"
"70.00000","4.66555","0.80197"
"70.10000","4.67196","0.80156"
"70.20000","4.67831","0.80112"
"70.30000","4.68513","0.80107"
"70.40000","4.69193","0.80068"
"70.50000","4.69854","0.80049"
"70.60000","4.70521","0.80003"
"70.70000","4.71218","0.80001"
"70.80000","4.71868","0.79911"
"70.90000","4.72513","0.79897"
"71.00000","4.73168","0.79888"
"71.10000","4.73865","0.79898"
"71.20000","4.74543","0.79829"
"71.30000","4.75184","0.79814"
"71.40000","4.75839","0.79772"
"71.50000","4.76564","0.79815"
"71.60000","4.77239","0.79753"
"71.70000","4.77870","0.79719"
"71.80000","4.78491","0.79636"
"71.90000","4.79178","0.79660"
"72.00000","4.79878","0.79671"
"72.10000","4.80549","0.79607"
"72.20000","4.81188","0.79570"
"72.30000","4.81859","0.79574"
"72.40000","4.82532","0.79505"
"72.50000","4.83220","0.79476"
"72.60000","4.83855","0.79464"
"72.70000","4.84508","0.79402"
"72.80000","4.85184","0.79385"
"72.90000","4.85868","0.79343"
"73.00000","4.86538","0.79297"
"73.10000","4.87215","0.79279"
"73.20000","4.87889","0.79184"
"73.30000","4.88523","0.79180"
"73.40000","4.89169","0.79124"
"73.50000","4.89842","0.79130"
"73.60000","4.90550","0.79074"
"73.70000","4.91203","0.78963"
"73.80000","4.91849","0.78962"
"73.90000","4.92533","0.78909"
"74.00000","4.93233","0.78913"
"74.10000","4.93897","0.78808"
"74.20000","4.94521","0.78766"
"74.30000","4.95143","0.78713"
"74.40000","4.95855","0.78698"
"74.50000","4.96541","0.78623"
"74.60000","4.97215","0.78549"
"74.70000","4.97853","0.78505"
"74.80000","4.98522","0.78452"
"74.90000","4.99203","0.78388"
"75.00000","4.99855","0.78316"
"75.10000","5.00510","0.78243"
"75.20000","5.01191","0.78237"
"75.30000","5.01842","0.78156"
"75.40000","5.02522","0.78113"
"75.50000","5.03185","0.78040"
"75.60000","5.03904","0.78013"
"75.70000","5.04553","0.77930"
"75.80000","5.05180","0.77854"
"75.90000","5.05828","0.77810"
"76.00000","5.06522","0.77811"
"76.10000","5.07222","0.77758"
"76.20000","5.07870","0.77697"
"76.30000","5.08502","0.77671"
"76.40000","5.09209","0.77589"
"76.50000","5.09907","0.77565"
"76.60000","5.10554","0.77523"
"76.70000","5.11175","0.77425"
"76.80000","5.11819","0.77393"
"76.90000","5.12528","0.77386"
"77.00000","5.13216","0.77375"
"77.10000","5.13871","0.77294"
"77.20000","5.14539","0.77268"
"77.30000","5.15200","0.77270"
"77.40000","5.15870","0.77276"
"77.50000","5.16528","0.77223"
"77.60000","5.17188","0.77166"
"77.70000","5.17862","0.77152"
"77.80000","5.18510","0.77103"
"77.90000","5.19185","0.77070"
"78.00000","5.19885","0.77044"
"78.10000","5.20576","0.77020"
"78.20000","5.21214","0.76977"
"78.30000","5.21823","0.76921"
"78.40000","5.22483","0.76870"
"78.50000","5.23219","0.76879"
"78.60000","5.23895","0.76794"
"78.70000","5.24538","0.76734"
"78.80000","5.25164","0.76704"
"78.90000","5.25866","0.76653"
"79.00000","5.26580","0.76611"
"79.10000","5.27203","0.76546"
"79.20000","5.27829","0.76456"
"79.30000","5.28500","0.76417"
"79.40000","5.29193","0.76393"
"79.50000","5.29871","0.76377"
"79.60000","5.30539","0.76261"
"79.70000","5.31205","0.76210"
"79.80000","5.31856","0.76211"
"79.90000","5.32511","0.76192"
"80.00000","5.33178","0.76114"
"80.10000","5.33881","0.76062"
"80.20000","5.34541","0.75964"
"80.30000","5.35170","0.75963"
"80.40000","5.35829","0.75874"
"80.50000","5.36567","0.75956"
"80.60000","5.37248","0.75845"
"80.70000","5.37867","0.75747"
"80.80000","5.38481","0.75724"
"80.90000","5.39165","0.75672"
"81.00000","5.39896","0.75701"
"81.10000","5.40559","0.75581"
"81.20000","5.41187","0.75523"
"81.30000","5.41848","0.75522"
"81.40000","5.42540","0.75481"
"81.50000","5.43222","0.75457"
"81.60000","5.43862","0.75372"
