Specimen properties : Thickness,"2.80000",mm
Specimen properties : Width,"13.40000",mm
Specimen properties : Support span,"44.80000",mm

Time,Extension,Load
(s),(mm),(kgf)
"35.80000","2.38505","0.52371"
"35.90000","2.39193","0.52474"
"36.00000","2.39862","0.52504"
"36.10000","2.40521","0.52599"
"36.20000","2.41194","0.52662"
"36.30000","2.41900","0.52747"
"36.40000","2.42564","0.52800"
"36.50000","2.43194","0.52816"
"36.60000","2.43819","0.52854"
"36.70000","2.44526","0.52933"
"36.80000","2.45229","0.53026"
"36.90000","2.45870","0.53034"
"37.00000","2.46517","0.53112"
"37.10000","2.47200","0.53198"
"37.20000","2.47888","0.53217"
"37.30000","2.48533","0.53286"
"37.40000","2.49169","0.53325"
"37.50000","2.49839","0.53359"
"37.60000","2.50523","0.53447"
"37.70000","2.51198","0.53489"
"37.80000","2.51856","0.53568"
"37.90000","2.52537","0.53649"
"38.00000","2.53223","0.53675"
"38.10000","2.53867","0.53723"
"38.20000","2.54504","0.53779"
"38.30000","2.55184","0.53860"
"38.40000","2.55871","0.53924"
"38.50000","2.56534","0.53982"
"38.60000","2.57178","0.54026"
"38.70000","2.57869","0.54078"
"38.80000","2.58578","0.54200"
"38.90000","2.59210","0.54188"
"39.00000","2.59843","0.54205"
"39.10000","2.60487","0.54274"
"39.20000","2.61203","0.54349"
"39.30000","2.61878","0.54408"
"39.40000","2.62524","0.54441"
"39.50000","2.63198","0.54501"
"39.60000","2.63871","0.54527"
"39.70000","2.64556","0.54613"
"39.80000","2.65190","0.54621"
"39.90000","2.65824","0.54669"
"40.00000","2.66527","0.54693"
"40.10000","2.67202","0.54729"
"40.20000","2.67873","0.54834"
"40.30000","2.68536","0.54877"
"40.40000","2.69214","0.54931"
"40.50000","2.69890","0.55011"
"40.60000","2.70515","0.54977"
"40.70000","2.71168","0.55044"
"40.80000","2.71870","0.55124"
"40.90000","2.72534","0.55174"
"41.00000","2.73199","0.55226"
"41.10000","2.73852","0.55253"
